application_id,customer_id,related_parties_id,document_id,document_url,db_status,s3_status
1404,1441,772,14730,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/772/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1404,1441,,14737,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1441/ADDITIONAL_AFFIDAVIT.jpg,,
1404,1441,,14738,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1441/CHEQUE_PHOTO.jpg,,
1404,1441,,14739,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1441/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1404,1441,,14740,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1441/CUST_HOUSE_IN.jpg,,
1404,1441,,14741,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1441/CUST_HOUSE_OUT.jpg,,
1407,1444,,14743,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1444/CUSTOMER_ADDRESS_VERIFICATION.pdf,,
1407,1444,,14744,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1444/CUSTOMER_ELECTRICITY.pdf,,
1407,1444,773,14745,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/773/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1407,1444,774,14749,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/774/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1407,1444,,14755,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1444/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1407,1444,,14756,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1444/CUST_HOUSE_IN.jpg,,
1407,1444,,14757,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1444/CHEQUE_PHOTO.jpg,,
1396,1431,,14759,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1396,1431,,14760,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CUSTOMER_ELECTRICITY.jpg,,
1396,1431,775,14761,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/775/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1396,1431,,14767,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1396,1431,,14768,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CUST_HOUSE_IN.jpg,,
1396,1431,,14769,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CUST_HOUSE_OUT.jpg,,
1396,1431,,14770,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1431/CHEQUE_PHOTO.jpg,,
1552,1598,,17411,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1598/CHEQUE_PHOTO.jpg,,
1552,1598,,17413,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1598/CUST_HOUSE_IN.jpg,,
1537,1582,,17601,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1582/CHEQUE_PHOTO.jpg,,
1563,1609,887,17694,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/887/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1563,1609,,17702,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/BANK_PASSBOOK_PHOTO.jpg,,
1572,1618,,17776,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1618/ADDITIONAL_AFFIDAVIT.jpg,,
1572,1618,,17777,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1618/BANK_PASSBOOK_PHOTO.jpg,,
1572,1618,,17779,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1618/CUST_HOUSE_IN.jpg,,
1572,1618,892,17781,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/892/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1587,1634,,18083,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CUSTOMER_ADDRESS.jpg,,
1587,1634,,18084,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CUSTOMER_ELECTRICITY.jpg,,
1585,1632,,18250,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1632/BANK_PASSBOOK_PHOTO.jpg,,
1599,1646,911,18308,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/911/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1347,1377,730,13744,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/730/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1347,1377,,13738,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1377/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1347,1377,,13751,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1377/CUST_HOUSE_IN.jpg,,
1347,1377,,13752,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1377/CUST_HOUSE_OUT.jpg,,
1410,1447,,14843,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1410,1447,,14844,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CUSTOMER_OTHER_DOC.jpg,,
1410,1447,776,14845,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/776/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1410,1447,,14862,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CHEQUE_PHOTO.jpg,,
1410,1447,,14863,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1410,1447,,14864,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CUST_HOUSE_IN.jpg,,
1410,1447,,14865,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1447/CUST_HOUSE_OUT.jpg,,
1416,1453,,14877,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
1328,1358,,14891,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1328,1358,,14892,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_ELECTRICITY.jpg,,
1328,1358,,14893,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_RATION.jpg,,
1328,1358,,14894,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_GAS.jpg,,
1328,1358,779,14898,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/779/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1328,1358,,14904,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1328,1358,,14905,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUST_HOUSE_IN.jpg,,
1328,1358,,14906,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUST_HOUSE_OUT.jpg,,
1328,1358,,14907,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/BANK_PASSBOOK_PHOTO.jpg,,
1552,1598,,17412,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1598/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1552,1598,,17414,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1598/CUST_HOUSE_OUT.jpg,,
1563,1609,,17700,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/ADDITIONAL_AFFIDAVIT.pdf,,
1571,1617,,17889,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CUSTOMER_ADDRESS.jpg,,
1571,1617,,17890,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CUSTOMER_ELECTRICITY.jpg,,
1587,1634,904,18085,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/904/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1598,1645,,18242,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1645/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
1585,1632,,18246,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1632/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1585,1632,,18247,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1632/CUST_HOUSE_IN.jpg,,
1585,1632,,18248,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1632/CUST_HOUSE_OUT.jpg,,
1585,1632,,18249,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1632/CHEQUE_PHOTO.jpg,,
1599,1646,,18314,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1646/CUST_HOUSE_IN.jpg,,
1599,1646,,18315,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1646/CUST_HOUSE_OUT.jpg,,
1599,1646,,18316,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1646/BANK_PASSBOOK_PHOTO.jpg,,
1405,1442,,14918,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1405,1442,,14919,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUSTOMER_RATION.jpg,,
1405,1442,,14920,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUSTOMER_VOTER.jpg,,
1405,1442,,14921,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUSTOMER_OTHER_DOC.jpg,,
1405,1442,780,14922,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/780/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1405,1442,781,14926,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/781/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1405,1442,,14935,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/ADDITIONAL_AFFIDAVIT.jpg,,
1405,1442,,14936,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/ADDITIONAL_AFFIDAVIT_1.jpg,,
1405,1442,,14937,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1405,1442,,14938,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUST_HOUSE_IN.jpg,,
1405,1442,,14939,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/CUST_HOUSE_OUT.jpg,,
1405,1442,,14940,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1442/BANK_PASSBOOK_PHOTO.jpg,,
1328,1358,,14941,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1358/CUSTOMER_OTHER_DOC.pdf,,
1402,1439,,14943,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CUSTOMER_OTHER_DOC.pdf,,
1413,1450,,14959,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1413,1450,,14960,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/CUSTOMER_ELECTRICITY.jpg,,
1413,1450,782,14961,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/782/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1413,1450,,14966,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1413,1450,,14967,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/CUST_HOUSE_IN.jpg,,
1413,1450,,14968,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/CUST_HOUSE_OUT.jpg,,
1413,1450,,14969,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1450/BANK_PASSBOOK_PHOTO.jpg,,
1530,1575,,17504,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/CUSTOMER_ADDRESS.jpg,,
1559,1605,,17604,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1605/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1559,1605,,17605,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1605/CUST_HOUSE_IN.jpg,,
1559,1605,,17606,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1605/CUST_HOUSE_OUT.jpg,,
1559,1605,,17607,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1605/CUSTOMER_OTHER_DOC.jpg,,
1563,1609,,17701,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/CHEQUE_PHOTO.jpg,,
1563,1609,,17703,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1563,1609,,17705,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/CUST_HOUSE_OUT.jpg,,
1571,1617,898,17891,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/898/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1571,1617,,17898,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1571,1617,,17899,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CUST_HOUSE_IN.jpg,,
1571,1617,,17901,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CHEQUE_PHOTO.jpg,,
1587,1634,,18093,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CUST_HOUSE_OUT.jpg,,
1587,1634,,18094,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CHEQUE_PHOTO.jpg,,
1417,1454,,15015,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1417,1454,,15016,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUSTOMER_VOTER.jpg,,
1417,1454,,15017,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUSTOMER_OTHER_DOC.jpg,,
1417,1454,783,15023,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/783/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1417,1454,,15029,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1417,1454,,15030,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUST_HOUSE_IN.jpg,,
1417,1454,,15031,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CUST_HOUSE_OUT.jpg,,
1417,1454,,15032,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1454/CHEQUE_PHOTO.jpg,,
1402,1439,,15034,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1402,1439,,15035,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CUSTOMER_ELECTRICITY.jpg,,
1402,1439,784,15036,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/784/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1402,1439,,15042,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1402,1439,,15043,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CUST_HOUSE_OUT.jpg,,
1402,1439,,15044,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1439/CHEQUE_PHOTO.jpg,,
1419,1456,785,15068,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/785/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1419,1456,,15077,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1456/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1419,1456,,15078,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1456/CUST_HOUSE_IN.jpg,,
1419,1456,,15079,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1456/CUST_HOUSE_OUT.jpg,,
1419,1456,,15080,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1456/CHEQUE_PHOTO.jpg,,
1416,1453,787,15091,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/787/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1416,1453,788,15096,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/788/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1416,1453,,15102,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1416,1453,,15103,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/CUST_HOUSE_IN.jpg,,
1416,1453,,15104,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/CUST_HOUSE_OUT.jpg,,
1416,1453,,15105,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/CHEQUE_PHOTO.jpg,,
1416,1453,,15106,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1453/ADDITIONAL_AFFIDAVIT.jpg,,
1530,1575,,17505,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/CUSTOMER_ELECTRICITY.jpg,,
1530,1575,881,17506,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/881/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1563,1609,,17704,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1609/CUST_HOUSE_IN.jpg,,
1571,1617,,17900,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1617/CUST_HOUSE_OUT.jpg,,
1587,1634,,18091,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1587,1634,,18092,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/CUST_HOUSE_IN.jpg,,
1587,1634,,18095,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1634/ADDITIONAL_AFFIDAVIT.pdf,,
1599,1646,,18313,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1646/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1418,1455,,15117,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1455/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1418,1455,789,15118,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/789/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1418,1455,,15126,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1455/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1418,1455,,15127,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1455/CUST_HOUSE_OUT.jpg,,
1418,1455,,15128,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1455/CHEQUE_PHOTO.jpg,,
1411,1448,,15143,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1448/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1411,1448,,15144,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1448/CUST_HOUSE_IN.jpg,,
1411,1448,,15145,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1448/CUST_HOUSE_OUT.jpg,,
1411,1448,,15146,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1448/CHEQUE_PHOTO.jpg,,
1420,1457,,15149,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1457/CUSTOMER_ELECTRICITY.jpg,,
1420,1457,,15150,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1457/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1530,1575,,17512,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1530,1575,,17514,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/CUST_HOUSE_OUT.jpg,,
1530,1575,,17515,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/BANK_PASSBOOK_PHOTO.jpg,,
1421,1458,,15191,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1458/CUSTOMER_ADDRESS_VERIFICATION.pdf,,
1421,1458,,15192,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1458/CUSTOMER_ELECTRICITY.pdf,,
1421,1458,793,15197,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/793/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1530,1575,,17513,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1575/CUST_HOUSE_IN.jpg,,
1531,1576,,17708,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1576/CUSTOMER_ADDRESS.pdf,,
1531,1576,,17709,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1576/CUSTOMER_ELECTRICITY.pdf,,
1577,1624,,17909,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1624/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
1421,1458,,15207,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1458/CHEQUE_PHOTO.jpg,,
1421,1458,,15217,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1458/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1421,1458,,15218,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1458/CUST_HOUSE_IN.jpg,,
1429,1468,,15242,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1429,1468,,15243,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CUSTOMER_ELECTRICITY.jpg,,
1429,1468,794,15244,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/794/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1429,1468,,15250,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1429,1468,,15251,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CUST_HOUSE_IN.jpg,,
1429,1468,,15252,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CUST_HOUSE_OUT.jpg,,
1429,1468,,15253,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1468/CHEQUE_PHOTO.jpg,,
1397,1432,,15255,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1397,1432,,15256,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CUSTOMER_ELECTRICITY.jpg,,
1397,1432,795,15257,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/795/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1397,1432,796,15261,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/796/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1397,1432,,15266,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1397,1432,,15267,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CUST_HOUSE_IN.jpg,,
1397,1432,,15268,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CUST_HOUSE_OUT.jpg,,
1397,1432,,15269,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1432/CHEQUE_PHOTO.jpg,,
1432,1471,,15286,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1432,1471,,15287,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CUSTOMER_ELECTRICITY.jpg,,
1432,1471,797,15288,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/797/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
1432,1471,,15296,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
1432,1471,,15297,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CUST_HOUSE_IN.jpg,,
1432,1471,,15298,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CUST_HOUSE_OUT.jpg,,
1432,1471,,15299,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1471/CHEQUE_PHOTO.jpg,,
1434,1473,,15302,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1473/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
1434,1473,,15303,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1473/CUSTOMER_VOTER.jpg,,
1434,1473,,15304,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1473/CUSTOMER_GAS.jpg,,
1434,1473,,15305,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1473/CUSTOMER_ELECTRICITY.jpg,,
1434,1473,799,15306,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/799/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
1434,1473,,15312,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1473/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
