application_id,customer_id,related_parties_id,document_id,document_url,db_status,s3_status
1,1,,2,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1/LOAN_PAID_NOC.png,,
1,1,,5,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1/CUSTOMER_VOTER.png,,
1,1,1,7,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/1/CUSTOMER_WITH_GUARANTOR_PHOTO.png,,
1,1,,9,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1/AGREEMENT_SIGNED_LAST_PAGE.pdf,,
1,1,,10,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1/CHEQUE_PHOTO.png,,
1,1,,6,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/1/CUSTOMER_GAS.pdf,,
2,2,,14,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/2/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
4,4,3,26,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/3/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
4,4,4,27,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/4/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
4,4,,37,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
4,4,,38,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/CUSTOMER_SIGNING_AGREEMENT_PHOTO.jpg,,
4,4,,39,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/AGREEMENT_SIGNED_1ST_PAGE.jpg,,
4,4,,40,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/AGREEMENT_SIGNED_LAST_PAGE.jpg,,
4,4,,41,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/CUSTOMER_AADHAAR_CARRYING_PHOTO.jpg,,
4,4,,42,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/4/CHEQUE_PHOTO.jpg,,
5,5,,50,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/5/VEHICLE_PURCHASE_RECEIPT.jpg,,
6,6,,64,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/6/CHEQUE_PHOTO.jpg,,
7,7,,67,https://temp-prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/vehicle/4/VEHICLE_PURCHASE_RECEIPT.pdf,,
7,7,,73,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/7/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
9,9,11,87,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/11/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
9,9,,92,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/9/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
10,18,13,101,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/13/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
11,19,,107,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/19/VEHICLE_PURCHASE_RECEIPT.jpg,,
12,20,17,125,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/17/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
13,21,19,140,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/19/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
13,21,18,136,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/18/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
13,21,,145,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/21/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
15,23,23,170,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/23/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
12,20,,118,https://temp-prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/vehicle/8/VEHICLE_PURCHASE_RECEIPT.jpg,,
14,22,,160,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/22/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
15,23,22,166,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/22/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
15,23,,175,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/23/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
15,23,,176,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/23/CUSTOMER_SIGNING_AGREEMENT_PHOTO.jpg,,
15,23,,177,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/23/CHEQUE_PHOTO.jpg,,
17,25,,189,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/25/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
18,26,26,200,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/26/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
18,26,27,203,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/27/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
18,26,,206,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/26/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
18,26,,207,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/26/CHEQUE_PHOTO.jpg,,
19,27,,214,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/27/CUSTOMER_OTHER_DOC.jpg,,
19,27,28,215,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/28/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
20,28,,224,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/28/CUSTOMER_ELECTRICITY.jpg,,
20,28,,225,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/28/CUSTOMER_OTHER_DOC.jpg,,
21,29,31,237,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/31/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
21,29,32,241,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/32/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
22,30,,252,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/30/CUSTOMER_OTHER_DOC.jpg,,
22,30,33,253,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/33/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
22,30,34,256,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/34/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
25,35,,282,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/35/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
25,35,,283,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/35/CHEQUE_PHOTO.jpg,,
29,39,,312,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/39/CUSTOMER_ELECTRICITY.jpg,,
29,39,,318,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/39/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
30,40,,325,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/40/CUSTOMER_ELECTRICITY.jpg,,
30,40,44,326,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/44/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
30,40,45,330,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/45/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
30,40,,336,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/40/CHEQUE_PHOTO.jpg,,
31,41,,343,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/41/CUSTOMER_VOTER.jpg,,
31,41,,342,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/41/CUSTOMER_OTHER_DOC.jpg,,
31,41,46,344,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/46/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
31,41,47,348,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/47/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
32,42,,359,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/42/CUSTOMER_ELECTRICITY.jpg,,
31,41,,353,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/41/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
31,41,,354,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/41/CHEQUE_PHOTO.jpg,,
32,42,,360,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/42/CUSTOMER_VOTER.jpg,,
33,43,,375,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/43/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
33,43,,376,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/43/CHEQUE_PHOTO.jpg,,
36,46,,388,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/46/CUSTOMER_VOTER.jpg,,
56,66,,448,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/66/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
57,67,54,455,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/54/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
70,80,,498,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/80/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
154,164,,796,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/164/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
155,165,,801,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/165/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
162,172,,830,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/172/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
163,173,,835,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/173/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
164,174,,840,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/174/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
182,192,,907,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/192/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
206,216,,1000,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/216/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
281,291,,1300,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/291/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
287,297,,1325,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/297/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
293,303,,1350,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/303/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
334,344,,1519,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/344/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
340,350,,1544,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/350/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
301,311,,1383,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/311/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
308,318,,1412,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/318/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
311,321,,1425,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/321/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
238,248,,1128,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/248/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
245,255,,1157,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/255/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
249,259,,1174,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/259/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
263,273,,1227,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/273/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
325,335,,1482,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/335/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
343,353,,1557,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/353/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
344,354,,1562,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/354/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
348,358,,1579,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/358/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
351,361,,1592,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/361/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
354,364,,1605,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/364/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
357,367,,1618,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/367/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
361,371,,1635,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/371/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
365,375,,1652,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/375/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
367,377,,1661,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/377/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
375,385,,1694,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/385/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
378,388,,1707,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/388/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
379,389,,1712,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/389/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
383,393,,1729,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/393/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
392,402,,1766,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/402/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
422,432,,1882,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/432/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
423,433,,1887,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/433/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
428,438,,1908,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/438/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
452,462,,2005,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/462/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
457,467,,2026,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/467/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
477,487,,2099,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/487/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
480,490,,2112,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/490/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
486,496,,2137,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/496/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
495,505,,2174,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/505/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
496,506,,2179,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/506/AFFIDAVIT_FOR_2NDHAND_VEHICLE.pdf,,
498,508,,2188,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/508/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
499,509,,2193,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/509/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
652,662,,2818,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/662/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
510,520,,2238,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/520/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
526,536,,2300,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/536/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
530,540,,2317,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/540/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
532,542,,2326,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/542/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
543,553,,2371,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/553/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
546,556,,2384,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/556/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
558,568,,2433,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/568/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
559,569,,2438,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/569/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
563,573,,2455,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/573/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
567,577,,2472,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/577/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
570,580,,2485,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/580/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
577,587,,2514,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/587/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
579,589,,2523,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/589/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
586,596,,2552,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/596/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
595,605,,2589,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/605/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
605,615,,2630,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/615/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
609,619,,2647,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/619/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
614,624,,2668,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/624/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
642,652,,2777,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/652/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
876,890,,4700,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/890/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
876,890,294,4702,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/294/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
892,907,,4873,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/907/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
892,907,,4878,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/907/CUSTOMER_OTHER_DOC.jpg,,
901,916,,4979,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/916/CUSTOMER_ELECTRICITY.jpg,,
872,886,,5017,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/886/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
872,886,,5018,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/886/CUSTOMER_ELECTRICITY.jpg,,
872,886,315,5019,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/315/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
887,902,,5114,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/902/CUSTOMER_VOTER.jpg,,
887,902,319,5115,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/319/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
871,884,,5200,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/884/BANK_PASSBOOK_PHOTO.jpg,,
886,900,,5159,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/900/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
871,884,,5202,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/884/CUST_HOUSE_IN.jpg,,
672,682,,2899,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/682/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
873,887,,4653,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/887/BANK_PASSBOOK_PHOTO.jpg,,
702,712,292,4661,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/292/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
876,890,,4701,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/890/CUSTOMER_ELECTRICITY.jpg,,
806,818,,4742,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/818/CUST_HOUSE_IN.jpg,,
886,900,,5160,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/900/CUSTOMER_ELECTRICITY.jpg,,
806,818,,4743,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/818/CUST_HOUSE_OUT.jpg,,
806,818,,4741,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/818/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
806,818,,4745,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/818/BANK_PASSBOOK_PHOTO.jpg,,
882,896,,4779,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/896/CHEQUE_PHOTO.jpg,,
892,907,,4877,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/907/CUSTOMER_ELECTRICITY.jpg,,
901,916,312,4983,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/312/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
872,886,316,5023,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/316/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
702,712,,4654,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/712/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
806,818,,4744,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/818/CHEQUE_PHOTO.jpg,,
881,895,305,4879,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/305/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
892,907,304,4880,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/304/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
886,900,321,5161,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/321/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
871,884,,5201,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/884/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
871,884,,5203,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/884/CUST_HOUSE_OUT.jpg,,
686,696,,2956,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/696/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
690,700,,2973,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/700/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
695,705,,2994,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/705/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
849,862,,4829,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/862/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
849,862,,4830,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/862/CUSTOMER_ELECTRICITY.jpg,,
849,862,300,4831,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/300/CUSTOMER_WITH_GUARANTOR_PHOTO.jpg,,
886,900,322,5165,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/related-party/322/CUSTOMER_WITH_CO_BORROWER_PHOTO.jpg,,
914,930,,5273,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/930/CUSTOMER_ADDRESS_VERIFICATION.jpg,,
698,708,,3007,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/708/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
704,714,,3032,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/714/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
705,715,,3037,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/715/AFFIDAVIT_FOR_2NDHAND_VEHICLE.jpg,,
702,712,,4663,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/712/CUSTOMER_VOTER.jpg,,
876,890,,4707,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/890/CHEQUE_PHOTO.jpg,,
876,890,,4708,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/890/BANK_PASSBOOK_PHOTO.jpg,,
876,890,,4709,https://prod-opstech-upload.s3.ap-south-1.amazonaws.com/prod/customer/890/CUSTOMER_WITH_HOUSE_PHOTO.jpg,,
